id,Key,ko,en,ja,zh-CN,id,ru,pt,uk
,Failed Install Easy OCR,Easy OCR 설치 실패 - ,Easy OCR installation failure-,簡単なOCRのインストールの失敗 - ,轻松的OCR安装失败 - ,Kegagalan instalasi OCR yang mudah-,Easy OCR установка сбоя-,Falha fácil de instalação de OCR-,Легка несправність встановлення OCR-
,,,,,,,,,
,Google OCR API Setting,API 설정,API setting,API設定,API设置,Pengaturan API,Настройка API,Configuração da API,Налаштування API
,Google OCR Information,스냅샷 / 한 번만 번역하기에서만 사용 가능합니다,Snapshot / It can only be used in translation only once,snapshot /翻訳では1回だけ使用できます,仅在截屏/一次翻译模式下可用,Snapshot / hanya dapat digunakan dalam terjemahan hanya sekali,Снимок / его можно использовать только в переводе только один раз,Snapshot / só pode ser usado na tradução apenas uma vez,Доступно лише для Snapshot / Перекласти один раз
,NHOCR Info,"특정 상황에 한해서만 Tesseract OCR 보다 인식이 잘됩니다.
가능하면 Tessract이나 WinOCR을 사용해 주세요","Only in certain situations is better than TESSERACT OCR.
If possible, please use TESSRACT or WINOCR","特定の状況でのみ、Tesseract OCRよりも優れています。
可能であれば、TessractまたはWinocrを使用してください","仅在特定情况下，识别效果比Tesseract OCR好。
如果可能，请使用Tessract或WinOCR","Hanya dalam situasi tertentu yang lebih baik daripada Tesseract OCR.
Jika memungkinkan, silakan gunakan Tessract atau Winocr","Только в определенных ситуациях лучше, чем Tesseract OCR.
Если возможно, используйте Tessract или Winocr","Somente em determinadas situações é melhor que o TESSERACT OCR.
Se possível, use Tessract ou Winocr","Розпізнає краще, ніж Tesseract OCR, лише в певних ситуаціях.
Будь ласка, використовуйте Tessract або WinOCR, коли це можливо"
,Fast Tesseract,"고속 모드 (빠르나 정확도가 떨어짐, Tesseract 전용)","High -speed mode (fast or accuracy is reduced, tesseract dedicated)",高速モード（高速または精度が低下し、テッセラクト専用）,快速模式（速度快但准确率较低，仅限于Tesseract）,"Mode berkecepatan tinggi (cepat atau akurasi dikurangi, berdedikasi Tesseract)","Режим высокой скорости (быстрый или точность снижается, выделен тел)","Modo de alta velocidade (Fast ou precisão é reduzida, TESSERACT dedicada)","Швидкий режим (швидший, але менш точний, лише для Tesseract)"
,Tesseract Language,추출 언어,Language,抽出言語,提取语言,Bahasa ekstraksi,Язык извлечения,Linguagem de extração,Мова розпізнавання
,OCR Tesseract,Tesseract - 기본,Tesseract -Basic,Tesseract -Basic,Tesseract - 默认,Tesseract -basic,Tesseract -Basic,TESSERACT -BASIC,Tesseract - за замовчуванням
,OCR Win OCR,Win OCR - 추천,WIN OCR -Recommended,OCRを獲得 - 推奨,Win OCR - 推荐,Menangkan OCR -Monisasi,Выиграть OCR -Recommed,Ganhe OCR -Recomped,Win OCR - рекомендовано
,OCR NHocr,NHocr - 일본어 전용,NHOCR -Japanese only,nhocr-日本のみ,NHocr - 仅限日语,NHOCR -Jepang saja,Только нхок -японский,Somente Nhocr -Japanese,NHocr - лише японська
,OCR Google,Google - 스냅샷 전용,Google -Snapshot only,Google -Snapshotのみ,Google - 仅限截屏,Google -snapshot saja,Google -SnapShot только,Google -Snapshot Somente,Google - лише знімки
,OCR Easy OCR,Easy OCR,Easy OCR,Easy OCR,Easy OCR,Easy OCR,Easy OCR,Easy OCR,Easy OCR
,Font Additional Seting,부가설정,Additional setting,追加の設定,附加设置,Pengaturan tambahan,Дополнительная настройка,Configuração adicional,Додаткові налаштування
,Font Center,가운데 정렬,Center alignment,中間アライメント,居中对齐,Alignment Tengah,Среднее выравнивание,Alinhamento do meio,Вирівнювання по центру
,Font Remove Space,OCR 결과 공백 제거,OCR result Remove Spaces,OCRの結果除去,去除OCR结果空白,Penghapusan Hasil OCR,Удаление результатов OCR,Remoção de resultados de OCR,Видаляти пробіли в результатах розпізнавання
,Font Use BackGround Color,배경색 사용,Use Background color,背景色の使用,使用背景色,Penggunaan Warna Latar Belakang,Использование цвета фона,Uso de cor de fundo,Використовувати колір фону
,Font Display Ocr Index,OCR 영역 번호 표시,Display OCR Area Index,OCRエリア番号インジケーター,显示OCR区域编号,Indikator Nomor Area OCR,Индикатор номера площади OCR,Indicador de número da área de OCR,Показувати номери областей розпізнавання
,Label Font Preview1,"설정 결과를 미리 봅니다.
폰트와 색은 어두운 번역창에 적용되지 않습니다.
{}
1 2 3 4 5 6
Tank division!
","Preview Font setting results.
Font and color do not apply to the dark translation window.
{}     
1 2 3 4 5 6
Tank Division!
","設定結果をプレビューします。
フォントと色は、暗い翻訳ウィンドウには適用されません。
{}
1 2 3 4 5 6
タンク部門！
","预览设置结果。
字体和颜色不适用于暗翻译窗口。
{}
1 2 3 4 5 6
Tank Division!","Pratinjau Hasil Pengaturan.
Font dan warna tidak berlaku untuk jendela terjemahan gelap.
{}
1 2 3 4 5 6
Divisi Tank!
","Предварительный просмотр результатов настройки.
Шрифты и цвета не применяются к окну темного перевода.
{}
1 2 3 4 5 6
Дивизион танков!
","Visualize os resultados da configuração.
Fontes e cores não se aplicam à janela de tradução sombria.
{}
1 2 3 4 5 6
Divisão de tanques!
","Попередній перегляд результатів ваших налаштувань.
Шрифти та кольори не застосовуються до темних вікон перекладу.
{}
1 2 3 4 5 6
Танкова дивізія!
"
,Label Font Preview2,"{0}다중 OCR 사용시 영역1 문장
{1}그리고 영역2 문장","{0} Multiple OCR area 1 sentence
{1} and area 2 sentences","{0} Multi -cocrエリア1文
{1}および2文","当使用{0}多重OCR时，在区域1的句子
{1}和区域2的句子","{0} Multi -ocr Area 1 kalimat
{1} dan 2 kalimat","{0} Multi -OCREA PLAIE 1 предложение
{1} и 2 предложения","{0} Área multi -Cr 1
{1} e 2 frases","{0}Речення в області 1 при використанні декількох розпізнавань.
{1}Речення в зоні 2"""
,Img Capture,이미지 캡쳐,Image capture,画像キャプチャ,图像捕捉,Capture Capture,Захват изображения,Captura de imagem,Захоплення зображень
,Capture From Actvie Window,활성화된 윈도우에서 이미지 캡쳐,capture in the active window,有効なウィンドウでの画像キャプチャ,从活动窗口中捕捉图像,Pengambilan gambar di jendela yang diaktifkan,Захват изображения в включенных окнах,Captura de imagem nas janelas ativadas,Зробити знімок з активного вікна
,Img Zoom,추출 이미지 확대 :,Zoom img : ,抽出の拡大：,提取图像放大：,Perluasan ekstraksi:,Расширение извлечения:,Expansão da extração:,Збільшити витягнуте зображення:
,Common Default,기본값,Default,デフォルト,默认值,Bawaan,По умолчанию,Padrão,За замовчуванням
,Capture From Attached Window,화면을 가져올 윈도우 지정하기,Specify the Window to bring the screen,画面を表示するには、Windowsを指定します,指定要截取的窗口,Tentukan windows untuk membawa layar,"Укажите окна, чтобы принести экран",Especifique as janelas para trazer a tela,"Вказівка, з яких вікон робити знімки екрана"
,Check Last Version,최신 버전 확인,Check the latest version,最新バージョンを確認してください,检查最新版本,Periksa versi terbaru,Проверьте последнюю версию,Verifique a versão mais recente,Перевірте наявність останньої версії
,TopMost Trans Form,번역창 최상위로,Top Most translation window,翻訳ウィンドウの上部に,将翻译窗口置于最前,Ke atas jendela terjemahan,До верхней части окна перевода,Até o topo da janela de tradução,Переміститися на початок вікна перекладу
,Process Speed,처리속도,Processing speed,処理速度,处理速度,Kecepatan pemrosesan,Скорость обработки,Velocidade de processamento,Швидкість обробки
,Fastest,매우 빠름,Fastest,とても早い,非常快,Sangat cepat,Очень быстро,Muito rápido,Дуже швидко
,Fast,빠름,Fast,スピード,快,kecepatan,скорость,velocidade,Швидка
,Normal,보통,Normal,一般的に,中等,umumnya,обычно,comumente,Помірна
,Slow,느림,Slow,スラック,慢,Kendur,Пролечить,Folga,Повільна
,Slowest,매우 느림,Slowest,非常に遅い,非常慢,Sangat lambat,Очень медленно,Muito devagar,Дуже повільно
,Process Speed Information,주의 : 빠름 이상으로 설정할 경우 게임이 느려질 수 있습니다.,"Caution: If you set beyond faster, the game can be slow.",注意：より速く設定すると、ゲームは遅くなる可能性があります。,注意：将速度设置为快以上可能导致游戏变慢。,"PERHATIAN: Jika Anda melampaui lebih cepat, permainan bisa lambat.","Осторожно: если вы выходите за рамки быстрее, игра может быть медленной.","CUIDADO: Se você definir mais rápido, o jogo pode ser lento.","Попередження: Встановлення значення ""Швидко"" або вище може уповільнити гру."
,Config File,설정 파일,Config File,ファイルの設定,设置文件,Pengaturan file,Настройка файла,Definir arquivo,Налаштування Файли
,Load Config File,설정 불러오기,Load Config,セットアップ,加载设置,Pengaturan,Настройка,Configurando,Завантаження налаштувань
,Save Config File,설정 저장하기,Save Config,設定を保存する,保存设置,Simpan Pengaturan,Сохранить настройки,Salvar configurações,Зберегти налаштування
,Reset Config,초기화,Reset Config,リセット,重置设置,mengatur ulang,Инициализация,reiniciar,Скидання
,Config Browser,설정 검색,Search,検索,搜索,Mencari,Поиск,Procurar,Пошук налаштувань
,Upload Config,설정 업로드,Upload,アップロード,上传,Mengunggah,Загрузить,Carregar,Завантаження налаштувань
,Advenced Config,고급 설정,Advanced Setting,詳細設定,高级设置,Pengaturan lanjutan,Расширенные настройки,Configuração avançada,Додаткові налаштування
,Transform Type,번역창 방식,Translation window Type,翻訳,翻译窗口样式,Terjemahan,Перевод,Tradução,Стиль вікна перекладу
,Transform Type Dark,어두운,Dark,暗い,Dark,gelap,темный,escuro,Темний
,Transform Type Layer,레이어,Layer,層,Layer,Lapisan,Layer,Camada,Шари
,Transform Type Overlay,오버레이,Overlay,かぶせる,Overlay,Hamparan,Наложение,Sobreposição,Накладення
,Papago Setting,네이버(파파고) 번역 설정,Naver (Papago) Translation Setting,Naver（Papago）翻訳設定,Naver（Papago）翻译设置,Pengaturan terjemahan Naver (Papago),Настройка перевода Naver (Papago),Configuração de tradução Naver (Papago),Налаштування перекладу Naver (Papago)
,Common From,에서,From,で,从,pada,в,no,Від
,Common To,로 번역,Translated,翻訳,翻译为,Terjemahan,Переведенный,Tradução,Перекласти на
,DeepL Setting,DeepL 번역 설정,DeepL Translator Settings,ディープル翻訳設定,DeepL 翻译设置,Pengaturan Terjemahan DeepL,Настройка перевода DeepL,Configuração de tradução DEEPL,DeepL Налаштування перекладу
,Google Setting,"구글 번역 설정 (기본 번역기 , 구글 시트 번역기)","Google Translator Settings (Basic , Google Sheet)",Google翻訳設定（基本翻訳者、Googleシート翻訳者）,Google 翻译设置（默认，Google Sheets翻译器）,"Pengaturan Terjemahan Google (Penerjemah Dasar, Penerjemah Lembar Google)","Настройки перевода Google (базовый переводчик, Google Teveltor)","Configurações de tradução do Google (tradutor básico, tradutor do Google Sheet)","Налаштування Google Перекладача (перекладач за замовчуванням, перекладач Google Таблиць)"
,Use TTS,TTS 사용,TTS use,TTSの使用,使用 TTS,Penggunaan TTS,ТТ используют,Uso de TTS,Увімкніть TTS
,Wait End of TTS,음성이 끝날 때 까지 대기,Waiting until the end of the voice,声が終わるまで待ちます,等待语音结束,Tunggu sampai akhir suara,Подождите до конца голоса,Espere até o final da voz,Зачекайте на кінець промови
,,,,#VALUE!,,#VALUE!,#VALUE!,#VALUE!,
,GDI Error Message,"GDI+ 가 작동하지 않습니다. 
레이어 번역창의 일부 기능을 사용할 수 없습니다.
해결법을 확인해 보겠습니까?","GDI+ does not work.
Some features of the layer translation window are not available.
Do you want to check the solution?","GDI+は機能しません。
レイヤー変換ウィンドウの一部の機能は使用できません。
解決策をチェックしますか？","GDI+无法工作。
图层转换窗口的一些功能无法使用。
你想检查一下解决方案吗？","GDI+ tidak berhasil.
Beberapa fitur jendela terjemahan Layer tidak tersedia.
Apakah Anda ingin memeriksa solusinya?","GDI+ не работает.
Некоторые функции окна перевода слоя недоступны.
Вы хотите проверить решение?","O GDI+ não funciona.
Alguns recursos da janela de tradução da camada não estão disponíveis.
Você quer verificar a solução?","GDI+ не працює. 
Деякі функції вікна перекладу шарів недоступні.
Бажаєте перевірити рішення?"
,GDI Error Title,GDI+ 에서 일반 오류가 발생했습니다.,There was a normal error in GDI+.,GDI+には通常のエラーがありました。,GDI+遇到了一个通用错误。,Ada kesalahan normal di GDI+.,Была нормальная ошибка в GDI+.,Houve um erro normal no GDI+.,GDI+ зіткнувся з типовою помилкою
,New Update Message,"새로운 버전을 확인했습니다.
업데이트 하시겠습니까?
[]
다운로드 페이지로 이동합니다","We have confirmed the new version.
Would you like to update?
[]
Go to the download page","新しいバージョンを確認しました。
アップデートをしますか？
[]
ダウンロードページに移動します","我们发布了一个新的版本。
您希望更新吗？
[]
转到下载页面","Kami telah mengkonfirmasi versi baru.
Apakah Anda ingin memperbarui?
[]
Pergi ke halaman unduhan","Мы подтвердили новую версию.
Вы хотели бы обновить?
[]
Перейти на страницу загрузки","Confirmamos a nova versão.
Você gostaria de atualizar?
[]
Vá para a página de download","Ми перевірили наявність нової версії.
Бажаєте оновити?
[]
Ви будете перенаправлені на сторінку завантаження"
,Major Update,주요 버전 업데이트,Main version update,メインバージョンの更新,主要版本更新,Pembaruan Versi Utama,Основная обновление версии,Atualização da versão principal,Велике оновлення версії
,Minor Update,마이너 버전 업데이트,Minor version update,マイナーバージョンの更新,次要版本更新,Pembaruan Versi Kecil,Незначительное обновление версии,Atualização da versão menor,Оновлення незначної версії
,Minor Update Message,"마이너 버전을 확인했습니다.
업데이트 하시겠습니까?
[]
업데이터를 실행합니다","I checked the minor version.
Would you like to update?
[]
Run the up data","マイナーバージョンを確認しました。
アップデートをしますか？
[]
UPデータを実行します","我们发布了一个小型更新。
您希望更新吗？
[]
运行更新程序","Kami telah mengkonfirmasi versi minor.
Apakah Anda ingin memperbarui?
[]
Jalankan data UP","Мы подтвердили незначительную версию.
Вы хотели бы обновить?
[]
Запустите данные UP","Confirmamos a versão menor.
Você gostaria de atualizar?
[]
Execute os dados da UP","Ви перевірили наявність неповноцінної версії.
Бажаєте оновити її?
[]
Запустіть програму оновлення"
,Release Update Title,정식버전이 나왔습니다,A full version came out,フルバージョンが出てきました,完整版本已发布,Versi lengkap keluar,Полная версия вышла,Uma versão completa saiu,Доступна повна версія
,Release Update Message,"정식버전이 나왔습니다.
정식 버전을 받겠습니까?
[]
다운로드 페이지로 이동합니다","A full version came out.
Will you receive a full version?
[]
Go to the download page","フルバージョンが出てきました。
フルバージョンを受け取りますか？
[]
ダウンロードページに移動します","完整版本已发布。
您希望获得完整版吗？
[]
转到下载页面","Versi lengkap keluar.
Apakah Anda akan menerima versi lengkap?
[]
Pergi ke halaman unduhan","Вышла полная версия.
Вы получите полную версию?
[]
Перейти на страницу загрузки","Uma versão completa foi lançada.
Você receberá uma versão completa?
[]
Vá para a página de download","Доступна повна версія.
Бажаєте отримати повну версію?
[]
Перейдіть на сторінку завантаження"
,Google Token Error,"인증 토큰을 발견하지 못했습니다.
재발급 받으시겠습니까?
발급 후 다시 적용하기를 눌러주셔야 합니다!","I couldn't find a certification token.
Would you like to be reissued?
After issuance, you need to click again!","認定トークンが見つかりませんでした。
再発行されませんか？
発行後、もう一度クリックする必要があります！","未找到认证令牌。
你想重新发放吗？
你需要点击重新发行并重新申请！","Saya tidak dapat menemukan token sertifikasi.
Apakah Anda ingin diterbitkan kembali?
Setelah penerbitan, Anda harus mengklik lagi!","Я не мог найти токен сертификации.
Хотели бы вы быть переизданы?
После выпуска вам нужно снова нажать!","Não consegui encontrar um token de certificação.
Você gostaria de ser reeditado?
Após a emissão, você precisa clicar novamente!","Токен автентифікації не знайдено.
Бажаєте повторно випустити його?
Будь ласка, натисніть повторно подати заявку після випуску!"
,Google Token Title,구글 번역기,Google Translator,Google翻訳者,Google Translator,Penerjemah Google,Гугл переводчик,Tradutor Google,Перекладач Google
,,,,#VALUE!,,#VALUE!,#VALUE!,#VALUE!,
,Quick Setting,빠른 설정,Quick Setting,高速設定,快速设置,Pengaturan cepat,Быстрая настройка,Configuração rápida,Швидке налаштування
,Quick Setting Black,진한 검은색,Dark black,リッチ,深黑色,Kaya,Богатый,Rico,Темно-чорний
,Quick Setting White,밝은 흰색,Bright white,明るい白色,亮白色,Putih cerah,Ярко-белый,Branco brilhante,Яскраво-білий
,Quick Setting Unknown,기본값 - 잘 모르겠어요! or 여러 색이 나와요,Default -I'm not sure! or many colors come out,デフォルト - よくわかりません！または多くの色が出てきます,默认值 - 我不确定！或许有多种颜色,Default -Aku tidak yakin! atau banyak warna keluar,По умолчанию -Я не уверен! Или выходит много цветов,Padrão -Eu não tenho certeza! ou muitas cores saem,За замовчуванням - я не знаю! або я отримую кілька кольорів
,Quick Setting OCR Information,"OCR 영역을 추가하셨습니다!
OCR 영역은 리모컨에서 Search 버튼을 눌러 수정 / 추가하실 수 있습니다","You added the OCR area!
The OCR area can be modified / added by pressing the Search button in the remote control.","OCRエリアを追加しました！
OCR領域は、リモコンの検索ボタンを押すことで変更 /追加できます。","您已添加OCR区域！
您可以在控制面板上按下搜索按钮以修改/添加OCR区域。","Anda menambahkan area OCR!
Area OCR dapat dimodifikasi / ditambahkan dengan menekan tombol pencarian di remote control.","Вы добавили зону OCR!
Область OCR может быть изменена / добавлена, нажав кнопку поиска в пульте дистанционного управления.","Você adicionou a área OCR!
A área OCR pode ser modificada / adicionada pressionando o botão de pesquisa no controle remoto.","Ви додали область OCR!
Ви можете редагувати / додавати інші області розпізнавання, натиснувши кнопку Пошук"" на пульті дистанційного керування"""
,Quick Setting Link Translate,번역 설정법 확인하기,Check how to set the translation,翻訳の設定方法を確認してください,确认翻译设置方法,Periksa cara mengatur terjemahan,"Проверьте, как установить перевод",Verifique como definir a tradução,"Дізнайтеся, як налаштувати ваші переклади"
,Quick Setting Link Basic,기본 사용법 확인하기,Check the basic usage,基本的な使用法を確認してください,确认基本使用方法,Periksa Penggunaan Dasar,Проверьте основное использование,Verifique o uso básico,Перевірте базове використання
,Quick Setting End Information,"빠른 설정이 완료되었습니다.
이제 리모컨의 Translate 버튼을 눌러 번역하시면 됩니다.
[]
MORT를 제대로 사용하기 위해선 번역기 설정을 하셔야 합니다.
번역기 설정은 위 링크를 통해 확인해 주세요.","The Quick setting is complete.
Now you can translate the Translate button on the remote control.

To use Mort properly, you need to set up a translator.
Please check the translator settings through the link above.","高速設定が完了しました。
これで、リモートコントロールの翻訳ボタンを翻訳できます。
[]
Mortを適切に使用するには、翻訳者をセットアップする必要があります。
上記のリンクから翻訳者の設定を確認してください。","快速设置已经完成。
现在你可以通过控制面板上的 ""翻译 ""按钮进行翻译。
[]
为了正确使用MORT，你需要设置翻译器。
请查看上面的链接，了解翻译器的设置。","Pengaturan cepat selesai.
Sekarang Anda dapat menerjemahkan tombol Terjemahan pada remote control.
[]
Untuk menggunakan mort dengan benar, Anda perlu mengatur penerjemah.
Silakan periksa pengaturan penerjemah melalui tautan di atas.","Быстрая настройка завершена.
Теперь вы можете перевести кнопку «Перевод» на пульте дистанционного управления.
[]
Чтобы правильно использовать Mort, вам нужно настроить переводчика.
Пожалуйста, проверьте настройки переводчика по ссылке выше.","A configuração rápida está completa.
Agora você pode traduzir o botão traduzir no controle remoto.
[]
Para usar o MORT corretamente, você precisa configurar um tradutor.
Verifique as configurações do tradutor através do link acima.","Швидке налаштування завершено.
Тепер ви можете перекладати, натиснувши кнопку Переклад на пульті дистанційного керування.
[]
Щоб використовувати MORT належним чином, вам потрібно налаштувати перекладач.
Будь ласка, перевірте налаштування перекладача за посиланням вище."
,Quick Setting OCR Area,"게임 대사가 나오는 영역을 설정해 주세요.
OCR 영역 설정 상태에서 화면을 드래그해서 영역을 설정하시면 됩니다
","Please set the area where the game metabolism comes out.
You can set the area by dragging the screen in the OCR area setting state.
","ゲームの代謝が出る領域を設定してください。
OCRエリア設定状態で画面をドラッグして画面を設定できます。
","请设置游戏对话出现的区域。
在OCR区域设置状态下，你可以通过拖动屏幕来设置该区域。","Harap atur area di mana metabolisme permainan keluar.
Anda dapat mengatur layar dengan menyeret layar dalam keadaan pengaturan area OCR.
","Пожалуйста, установите область, где выходит метаболизм игры.
Вы можете установить экран, перетаскивая экран в состоянии установки области OCR.
","Por favor, defina a área onde o metabolismo do jogo sai.
Você pode definir a tela arrastando a tela no estado de configuração da área OCR.
","Будь ласка, встановіть область, де з'являється ігровий діалог.
Ви можете встановити область перетягуванням екрана, коли область розпізнавання встановлена.
"
,Common Next,다음,Next,次,下一步,Berikutnya,следующий,próximo,Далі
,Quick Setting Font Setting,"번역할 게임의 폰트 색은 어떤 건가요?""","What is the font color of the translating game? """,翻訳ゲームのフォントカラーは何ですか？」,要翻译的游戏的字体颜色是什么？,"Apa warna font dari game penerjemahan? """,Каков цвет шрифта в переводной игре? »,"Qual é a cor da fonte do jogo de tradução? ""","Який колір шрифту гри, що перекладається?"""
,Quick Setting OCR Area Setting,게임 대사 영역 설정 - OCR 영역 설정,Game metabolic area setting -OCR area setting,ゲーム代謝領域の設定 - 極地エリア設定,设置游戏对话区域 - 设置OCR区域,Pengaturan Area Metabolik Game -Pengaturan Area OROCK,Установка метаболической зоны игры -настройка зоны,Configuração da área metabólica do jogo -Configuração da área de OOC,Налаштування області ігрового діалогу - Налаштування області розпізнавання
,Quick Setting OCR Area Button,OCR 영역 설정,OCR area setting,OCRエリア設定,设置OCR区域,Pengaturan Area OCR,Установка зоны OCR,Configuração da área de OCR,Налаштування області розпізнавання
,Quick Setting OCR Area Complete,OCR 영역 설정 완료,OCR area setting completed,OCRエリアの設定完了,设置OCR区域完成,Pengaturan area OCR selesai,Установка настройки области OCR,Conclusão da configuração da área de OCR,Налаштування регіону розпізнавання завершено
,Quick Setting Complete,설정이 끝났습니다,Setting Completed,設定は終わりました,设置已完成,Pengaturan sudah berakhir,Настройка закончилась,A configuração acabou,Налаштування завершено
,Quick Setting Close,닫기,Close,近い,关闭,menutup,закрывать,fechar,закрити
,Switching DB,번역방식 - DB로 변경되었습니다,Translation method -Changed to DB,翻訳方法-DBに変化しました,翻译方式已更改为 DB,Metode Terjemahan -Drips ke DB,Метод перевода -сменен в DB,Método de tradução -alterado para DB,Метод перекладу - змінено на БД
,Switching Google Sheet,번역방식 - 구글 시트로 변경되었습니다,Translation method -It has been changed to Google Sheet,翻訳方法 - それはGoogleシートに変更されました,翻译方式已更改为 Google Sheet,Metode Terjemahan -Ini telah diubah ke Google Sheet,Метод перевода -он был изменен на лист Google,Método de tradução -foi alterado para o Google Sheet,Метод перекладу - змінено на Google Таблиці
